               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 335,            0.019699,            0.088888,                   0,             0.85129,             0.73589,             0.80357,             0.44729,             0.03431,             0.24158,                   0,           0.0017335,           0.0017335,           0.0017335
                 336,            0.020344,            0.091709,                   0,             0.82794,             0.75515,             0.80271,             0.44621,            0.034458,             0.24089,                   0,           0.0017087,           0.0017087,           0.0017087
                 337,            0.020288,            0.083106,                   0,             0.84429,             0.73843,             0.80064,             0.44345,            0.034354,              0.2419,                   0,            0.001684,            0.001684,            0.001684
                 338,            0.019826,             0.10095,                   0,             0.84638,             0.73717,             0.79987,             0.44203,            0.034658,             0.24289,                   0,           0.0016592,           0.0016592,           0.0016592
                 339,            0.019895,            0.078367,                   0,             0.83932,             0.73992,             0.80079,             0.44479,            0.034467,             0.24468,                   0,           0.0016345,           0.0016345,           0.0016345
                 340,            0.019392,            0.081423,                   0,              0.8396,              0.7486,             0.80071,             0.44231,             0.03446,             0.24274,                   0,           0.0016097,           0.0016097,           0.0016097
                 341,            0.019669,            0.079183,                   0,             0.84925,             0.73772,             0.80285,             0.44546,            0.034334,             0.24379,                   0,            0.001585,            0.001585,            0.001585
                 342,            0.019066,            0.090231,                   0,             0.84188,             0.74345,             0.80295,             0.44594,            0.034746,             0.24611,                   0,           0.0015602,           0.0015602,           0.0015602
                 343,            0.020339,            0.085923,                   0,             0.83622,             0.74828,              0.8038,             0.45011,             0.03428,             0.24495,                   0,           0.0015355,           0.0015355,           0.0015355
                 344,            0.020143,            0.089131,                   0,              0.8309,             0.75136,             0.79645,              0.4423,            0.034448,              0.2426,                   0,           0.0015107,           0.0015107,           0.0015107
                 345,             0.01951,            0.088524,                   0,             0.84969,             0.73283,              0.7993,             0.44802,            0.033995,             0.24095,                   0,            0.001486,            0.001486,            0.001486
                 346,            0.018631,            0.082117,                   0,             0.85165,             0.73327,             0.80203,              0.4485,            0.034289,             0.24471,                   0,           0.0014612,           0.0014612,           0.0014612
                 347,            0.019113,            0.078879,                   0,             0.84916,             0.73908,             0.80087,             0.44725,            0.034039,               0.242,                   0,           0.0014365,           0.0014365,           0.0014365
                 348,            0.019396,            0.085446,                   0,             0.85194,             0.73171,             0.79975,             0.44539,            0.034377,             0.24084,                   0,           0.0014117,           0.0014117,           0.0014117
                 349,            0.019795,             0.09071,                   0,             0.85358,             0.73668,             0.79945,             0.44473,            0.034264,             0.23834,                   0,            0.001387,            0.001387,            0.001387
                 350,            0.019001,            0.090493,                   0,              0.8537,             0.74017,             0.79855,             0.44018,            0.034319,             0.23778,                   0,           0.0013622,           0.0013622,           0.0013622
                 351,            0.019223,            0.084783,                   0,             0.84256,             0.74196,             0.79793,              0.4446,            0.034167,             0.23827,                   0,           0.0013375,           0.0013375,           0.0013375
                 352,            0.019165,            0.093462,                   0,             0.84786,             0.73799,              0.8007,             0.44552,            0.034128,               0.242,                   0,           0.0013128,           0.0013128,           0.0013128
                 353,             0.02017,            0.095597,                   0,             0.84255,              0.7399,             0.80178,             0.44728,            0.034102,             0.24114,                   0,            0.001288,            0.001288,            0.001288
                 354,             0.01987,            0.099153,                   0,             0.84003,             0.73521,             0.79846,             0.44542,            0.034238,             0.24083,                   0,           0.0012633,           0.0012633,           0.0012633
                 355,            0.018604,            0.088902,                   0,             0.85388,             0.72953,             0.80201,             0.44393,            0.034332,             0.24164,                   0,           0.0012385,           0.0012385,           0.0012385
                 356,            0.019888,            0.099969,                   0,             0.85423,             0.73409,             0.80443,             0.44784,            0.034393,              0.2435,                   0,           0.0012138,           0.0012138,           0.0012138
                 357,            0.019457,            0.082205,                   0,             0.85174,             0.73881,             0.80535,             0.44934,            0.034121,             0.24263,                   0,            0.001189,            0.001189,            0.001189
                 358,            0.018762,            0.095664,                   0,             0.85226,             0.74099,             0.80275,             0.44771,            0.034119,             0.24245,                   0,           0.0011643,           0.0011643,           0.0011643
                 359,            0.018477,            0.086354,                   0,             0.84798,             0.73881,             0.79799,             0.44419,            0.034336,             0.24377,                   0,           0.0011395,           0.0011395,           0.0011395
                 360,            0.019273,            0.083405,                   0,             0.84337,             0.73479,             0.79752,             0.44669,            0.034359,             0.24668,                   0,           0.0011148,           0.0011148,           0.0011148
                 361,            0.017727,            0.072647,                   0,             0.84858,             0.73414,             0.80017,             0.44795,             0.03423,             0.24714,                   0,             0.00109,             0.00109,             0.00109
                 362,            0.018931,            0.081495,                   0,             0.85026,             0.73253,             0.79903,             0.44578,            0.034226,             0.24407,                   0,           0.0010653,           0.0010653,           0.0010653
                 363,            0.018894,            0.084673,                   0,              0.8449,               0.744,             0.80149,             0.44924,            0.034073,             0.24362,                   0,           0.0010405,           0.0010405,           0.0010405
                 364,            0.019369,            0.093161,                   0,             0.85223,             0.74017,             0.80377,             0.44858,            0.033991,             0.24158,                   0,           0.0010158,           0.0010158,           0.0010158
                 365,            0.019278,            0.091864,                   0,              0.8459,             0.74318,             0.80165,             0.44668,            0.034228,              0.2427,                   0,            0.000991,            0.000991,            0.000991
                 366,            0.018459,            0.078626,                   0,             0.84495,             0.73908,             0.80175,             0.44513,            0.034298,             0.24458,                   0,          0.00096625,          0.00096625,          0.00096625
                 367,            0.019009,            0.091969,                   0,             0.84433,             0.74309,              0.8039,              0.4458,            0.034368,             0.24506,                   0,           0.0009415,           0.0009415,           0.0009415
                 368,             0.01943,            0.094607,                   0,             0.84618,             0.73908,             0.80271,             0.44638,            0.034239,             0.24553,                   0,          0.00091675,          0.00091675,          0.00091675
                 369,            0.018515,            0.086314,                   0,             0.83914,             0.74345,             0.80457,             0.44567,            0.034259,             0.24535,                   0,            0.000892,            0.000892,            0.000892
                 370,             0.01898,            0.086384,                   0,             0.85534,              0.7399,             0.80524,             0.44598,            0.034249,             0.24455,                   0,          0.00086725,          0.00086725,          0.00086725
                 371,            0.018872,            0.076222,                   0,             0.85051,             0.74017,             0.80254,              0.4458,            0.034186,             0.24388,                   0,           0.0008425,           0.0008425,           0.0008425
                 372,            0.018223,            0.086785,                   0,             0.84764,             0.74096,             0.80238,             0.44547,            0.034218,             0.24355,                   0,          0.00081775,          0.00081775,          0.00081775
                 373,            0.018219,            0.075877,                   0,              0.8371,             0.74754,             0.80324,             0.44801,            0.034184,             0.24569,                   0,            0.000793,            0.000793,            0.000793
                 374,             0.01787,            0.067635,                   0,              0.8444,             0.74099,             0.80428,             0.44751,            0.034333,             0.24802,                   0,          0.00076825,          0.00076825,          0.00076825
                 375,            0.019149,            0.087417,                   0,             0.84556,             0.74181,              0.8041,             0.44575,             0.03453,             0.24857,                   0,           0.0007435,           0.0007435,           0.0007435
                 376,            0.017952,            0.087303,                   0,             0.84641,             0.74645,             0.80733,              0.4485,            0.034307,             0.24856,                   0,          0.00071875,          0.00071875,          0.00071875
                 377,            0.018673,            0.087224,                   0,             0.84805,             0.74864,             0.80797,             0.44784,            0.034288,             0.24885,                   0,            0.000694,            0.000694,            0.000694
                 378,            0.018847,            0.076585,                   0,             0.85176,             0.74644,             0.80894,             0.44594,            0.034439,             0.24904,                   0,          0.00066925,          0.00066925,          0.00066925
                 379,            0.019588,            0.091472,                   0,             0.84539,             0.74181,             0.80429,             0.44539,            0.034527,             0.24893,                   0,           0.0006445,           0.0006445,           0.0006445
                 380,            0.017358,            0.069838,                   0,              0.8504,             0.74372,             0.80697,             0.44882,            0.034463,             0.24931,                   0,          0.00061975,          0.00061975,          0.00061975
                 381,             0.01815,            0.082712,                   0,             0.85258,             0.74027,             0.80291,             0.44674,            0.034575,             0.24937,                   0,            0.000595,            0.000595,            0.000595
                 382,            0.018367,            0.092552,                   0,             0.85222,             0.73963,             0.80827,             0.45164,            0.034364,             0.24962,                   0,          0.00057025,          0.00057025,          0.00057025
                 383,            0.018517,            0.089588,                   0,             0.84867,             0.74079,             0.80676,             0.44609,             0.03449,             0.24959,                   0,           0.0005455,           0.0005455,           0.0005455
                 384,            0.018294,            0.092547,                   0,             0.85136,             0.73942,              0.8081,             0.44983,            0.034302,             0.24938,                   0,          0.00052075,          0.00052075,          0.00052075
                 385,            0.017778,            0.088423,                   0,             0.85288,             0.74204,             0.80889,             0.45299,            0.034162,             0.24945,                   0,            0.000496,            0.000496,            0.000496
                 386,            0.018087,             0.07614,                   0,             0.85281,             0.73963,              0.8062,             0.45066,            0.034281,             0.24921,                   0,          0.00047125,          0.00047125,          0.00047125
                 387,            0.018816,            0.086881,                   0,             0.85692,             0.73144,             0.80495,             0.44672,            0.034378,             0.24934,                   0,           0.0004465,           0.0004465,           0.0004465
                 388,            0.019039,            0.077813,                   0,             0.84654,             0.74073,             0.80502,             0.44782,            0.034156,              0.2483,                   0,          0.00042175,          0.00042175,          0.00042175
                 389,            0.017821,            0.082661,                   0,             0.84689,             0.74754,             0.80765,             0.45145,            0.034084,             0.24721,                   0,            0.000397,            0.000397,            0.000397
                 390,            0.018188,            0.074911,                   0,             0.84666,             0.74445,             0.80562,             0.44866,            0.034041,             0.24631,                   0,          0.00037225,          0.00037225,          0.00037225
                 391,            0.018454,            0.078444,                   0,             0.85244,             0.74154,             0.80579,             0.44885,            0.033965,              0.2459,                   0,           0.0003475,           0.0003475,           0.0003475
                 392,            0.018049,            0.080698,                   0,             0.85347,             0.74045,             0.80685,             0.44973,            0.033938,              0.2459,                   0,          0.00032275,          0.00032275,          0.00032275
                 393,            0.017856,            0.075631,                   0,             0.85285,             0.74017,             0.80567,              0.4484,            0.033965,             0.24542,                   0,            0.000298,            0.000298,            0.000298
                 394,            0.017813,            0.082702,                   0,             0.85313,             0.73745,             0.80479,             0.44825,            0.034012,             0.24592,                   0,          0.00027325,          0.00027325,          0.00027325
                 395,             0.01741,            0.070363,                   0,             0.85137,             0.73963,               0.804,             0.44881,            0.034011,             0.24655,                   0,           0.0002485,           0.0002485,           0.0002485
                 396,            0.017979,            0.070291,                   0,             0.84848,             0.73799,             0.80333,             0.45005,            0.033987,             0.24766,                   0,          0.00022375,          0.00022375,          0.00022375
                 397,            0.018168,            0.074384,                   0,             0.84924,             0.73644,               0.803,             0.44983,             0.03401,             0.24862,                   0,            0.000199,            0.000199,            0.000199
                 398,            0.019038,            0.080368,                   0,             0.84705,             0.73663,             0.80378,             0.45017,            0.033968,             0.24909,                   0,          0.00017425,          0.00017425,          0.00017425
                 399,            0.018451,            0.088444,                   0,             0.84917,             0.73581,             0.80525,             0.45176,            0.033972,             0.24915,                   0,           0.0001495,           0.0001495,           0.0001495
